ALPHA_RANK,Symbol,Sector,Industry,MarketCap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK
1174,HISARMETAL,Basic Materials,Steel,817829952,0.054,0,0,0,0,0,0,8.53,6.0
1175,RALLIS,Basic Materials,Agricultural Inputs,48451923968,0.054,0,0,0,0,0,0,8.53,6.0
1176,ASTRON,Basic Materials,Paper & Paper Products,189049184,0.054,0,0,0,0,0,0,8.53,6.0
1177,VASWANI,Basic Materials,Steel,1781925632,0.054,0,0,0,0,0,0,8.53,6.0
1178,SHREYANIND,Basic Materials,Paper & Paper Products,2046033408,0.054,0,0,0,0,0,0,8.53,6.0
1179,PUNJABCHEM,Basic Materials,Chemicals,12373770240,0.054,0,0,0,0,0,0,8.53,6.0
1180,TATVA,Basic Materials,Specialty Chemicals,26900865024,0.054,0,0,0,0,0,0,8.53,6.0
1181,VIKASECO,Basic Materials,Specialty Chemicals,2299317760,0.054,0,0,0,0,0,0,8.53,6.0
1182,MANGLMCEM,Basic Materials,Building Materials,23166474240,0.054,0,0,0,0,0,0,8.53,6.0
1183,DECCANCE,Basic Materials,Building Materials,8754688000,0.054,0,0,0,0,0,0,8.53,6.0
1184,AGARIND,Basic Materials,Specialty Chemicals,6357060096,0.054,0,0,0,0,0,0,8.53,6.0
1185,GODAVARIB,Basic Materials,Chemicals,14434183168,0.054,0,0,0,0,0,0,8.53,6.0
1186,JKCEMENT,Basic Materials,Building Materials,409135382528,0.054,0,0,0,0,0,0,8.53,6.0
1187,CUBEXTUB,Basic Materials,Copper,1281548288,0.054,0,0,0,0,0,0,8.53,6.0
1188,ADVANCE,Basic Materials,Agricultural Inputs,6653572096,0.054,0,0,0,0,0,0,8.53,6.0
1189,MAGNUM,Basic Materials,Paper & Paper Products,1344966528,0.054,0,0,0,0,0,0,8.53,6.0
1190,JSL,Basic Materials,Steel,596539670528,0.054,0,0,0,0,0,0,8.53,6.0
1191,DALBHARAT,Basic Materials,Building Materials,336785473536,0.054,0,0,0,0,0,0,8.53,6.0
1192,SAMPANN,Basic Materials,Specialty Chemicals,1339834496,0.054,0,0,0,0,0,0,8.53,6.0
1193,SRD,Basic Materials,Specialty Chemicals,2651422976,0.054,0,0,0,0,0,0,8.53,6.0
1194,ANKITMETAL,Basic Materials,Steel,211665744,0.054,0,0,0,0,0,0,8.53,6.0
1195,SARDAEN,Basic Materials,Steel,183784456192,0.054,0,0,0,0,0,0,8.53,6.0
1196,MIDWESTLTD,Basic Materials,Building Materials,43609944064,0.054,0,0,0,0,0,0,8.53,6.0
1197,SESHAPAPER,Basic Materials,Paper & Paper Products,15136353280,0.054,0,0,0,0,0,0,8.53,6.0
1198,APLAPOLLO,Basic Materials,Steel,517832900608,0.054,0,0,0,0,0,0,8.53,6.0
1199,KUANTUM,Basic Materials,Paper & Paper Products,6768166912,0.054,0,0,0,0,0,0,8.53,6.0
1200,EIDPARRY,Basic Materials,Agricultural Inputs,132021125120,0.054,0,0,0,0,0,0,8.53,6.0
1201,INDOUS,Basic Materials,Agricultural Inputs,2010413568,0.054,0,0,0,0,0,0,8.53,6.0
1202,CHEMPLASTS,Basic Materials,Chemicals,35161985024,0.054,0,0,0,0,0,0,8.53,6.0
1203,JKLAKSHMI,Basic Materials,Building Materials,74474242048,0.054,0,0,0,0,0,0,8.53,6.0
1204,NAGAFERT,Basic Materials,Agricultural Inputs,2254705152,0.054,0,0,0,0,0,0,8.53,6.0
1205,SIKKO,Basic Materials,Agricultural Inputs,1808352000,0.054,0,0,0,0,0,0,8.53,6.0
1206,SHARDACROP,Basic Materials,Agricultural Inputs,83905060864,0.054,0,0,0,0,0,0,8.53,6.0
1207,HERANBA,Basic Materials,Agricultural Inputs,7838638080,0.054,0,0,0,0,0,0,8.53,6.0
1208,SCODATUBES,Basic Materials,Steel,7512576000,0.054,0,0,0,0,0,0,8.53,6.0
1209,COROMANDEL,Basic Materials,Agricultural Inputs,537860964352,0.054,0,0,0,0,0,0,8.53,6.0
1210,GSLSU,Basic Materials,Building Materials,2311928064,0.054,0,0,0,0,0,0,8.53,6.0
1211,RAMCOCEM,Basic Materials,Building Materials,209827643392,0.054,0,0,0,0,0,0,8.53,6.0
1212,VEDL,Basic Materials,Other Industrial Metals & Mining,1386009460736,0.054,0,0,0,0,0,0,8.53,6.0
1213,GEMAROMA,Basic Materials,Chemicals,7940044800,0.054,0,0,0,0,0,0,8.53,6.0
1214,OSWALSEEDS,Basic Materials,Agricultural Inputs,1006169984,0.054,0,0,0,0,0,0,8.53,6.0
1215,MCLEODRUSS,Consumer Defensive,Packaged Foods,8030556672,-0.0184,0,0,0,0,0,0,6.51,7.0
1216,MGEL,Consumer Defensive,Farm Products,4646733824,-0.0184,0,0,0,0,0,0,6.51,7.0
1217,HONASA,Consumer Defensive,Household & Personal Products,136117182464,-0.0184,0,0,0,0,0,0,6.51,7.0
1218,CUPID,Consumer Defensive,Household & Personal Products,173407453184,-0.0184,0,0,0,0,0,0,6.51,7.0
1219,NGIL,Consumer Defensive,Packaged Foods,752870208,-0.0184,0,0,0,0,0,0,6.51,7.0
1220,ZEELEARN,Consumer Defensive,Education & Training Services,2315599104,-0.0184,0,0,0,0,0,0,6.51,7.0
1221,BAJAJCON,Consumer Defensive,Household & Personal Products,73407496192,-0.0184,0,0,0,0,0,0,6.51,7.0
1222,APTECHT,Consumer Defensive,Education & Training Services,6267784192,-0.0184,0,0,0,0,0,0,6.51,7.0
1223,ADFFOODS,Consumer Defensive,Packaged Foods,29663170560,-0.0184,0,0,0,0,0,0,6.51,7.0
1224,VERANDA,Consumer Defensive,Education & Training Services,22534234112,-0.0184,0,0,0,0,0,0,6.51,7.0
1225,SCPL,Consumer Defensive,Packaged Foods,4299319808,-0.0184,0,0,0,0,0,0,6.51,7.0
1226,KRITINUT,Consumer Defensive,Packaged Foods,4954737152,-0.0184,0,0,0,0,0,0,6.51,7.0
1227,KRISHIVAL,Consumer Defensive,Packaged Foods,10223128576,-0.0184,0,0,0,0,0,0,6.51,7.0
1228,MODINATUR,Consumer Defensive,Packaged Foods,5917355008,-0.0184,0,0,0,0,0,0,6.51,7.0
1229,JARO,Consumer Defensive,Education & Training Services,12657374208,-0.0184,0,0,0,0,0,0,6.51,7.0
1230,GOKULAGRO,Consumer Defensive,Packaged Foods,69522432000,-0.0184,0,0,0,0,0,0,6.51,7.0
1231,COASTCORP,Consumer Defensive,Packaged Foods,4138523136,-0.0184,0,0,0,0,0,0,6.51,7.0
1232,IFBAGRO,Consumer Defensive,Beverages - Wineries & Distilleries,9835466752,-0.0184,0,0,0,0,0,0,6.51,7.0
1233,VBL,Consumer Defensive,Beverages - Non-Alcoholic,1810373935104,-0.0184,0,0,0,0,0,0,6.51,7.0
1234,RAJSREESUG,Consumer Defensive,Confectioners,1192881792,-0.0184,0,0,0,0,0,0,6.51,7.0
1235,DIAMONDYD,Consumer Defensive,Packaged Foods,27353645056,-0.0184,0,0,0,0,0,0,6.51,7.0
1236,DHANLAXMI,Consumer Defensive,Farm Products,898040000,-0.0184,0,0,0,0,0,0,6.51,7.0
1237,REGAAL,Consumer Defensive,Packaged Foods,9347834880,-0.0184,0,0,0,0,0,0,6.51,7.0
1238,PWL,Consumer Defensive,Education & Training Services,320571539456,-0.0184,0,0,0,0,0,0,6.51,7.0
1239,MTEDUCARE,Consumer Defensive,Education & Training Services,121343128,-0.0184,0,0,0,0,0,0,6.51,7.0
1240,ASPINWALL,Consumer Defensive,Farm Products,1890462080,-0.0184,0,0,0,0,0,0,6.51,7.0
1241,SKMEGGPROD,Consumer Defensive,Packaged Foods,10403252224,-0.0184,0,0,0,0,0,0,6.51,7.0
1242,PONNIERODE,Consumer Defensive,Confectioners,2625956864,-0.0184,0,0,0,0,0,0,6.51,7.0
1243,ESSENTIA,Consumer Defensive,Food Distribution,1842853504,-0.0184,0,0,0,0,0,0,6.51,7.0
1244,NESTLEIND,Consumer Defensive,Packaged Foods,2752861437952,-0.0184,0,0,0,0,0,0,6.51,7.0
1245,MAWANASUG,Consumer Defensive,Confectioners,3931244800,-0.0184,0,0,0,0,0,0,6.51,7.0
1246,GODFRYPHLP,Consumer Defensive,Tobacco,360473853952,-0.0184,0,0,0,0,0,0,6.51,7.0
1247,VADILALIND,Consumer Defensive,Packaged Foods,32094380032,-0.0184,0,0,0,0,0,0,6.51,7.0
1248,VSTIND,Consumer Defensive,Tobacco,43742265344,-0.0184,0,0,0,0,0,0,6.51,7.0
1249,TI,Consumer Defensive,Beverages - Wineries & Distilleries,110497718272,-0.0184,0,0,0,0,0,0,6.51,7.0
1250,ABDL,Consumer Defensive,Beverages - Wineries & Distilleries,151029497856,-0.0184,0,0,0,0,0,0,6.51,7.0
1251,BALRAMCHIN,Consumer Defensive,Confectioners,107134705664,-0.0184,0,0,0,0,0,0,6.51,7.0
1252,CLSEL,Consumer Defensive,Packaged Foods,14062404608,-0.0184,0,0,0,0,0,0,6.51,7.0
1253,KEEPLEARN,Consumer Defensive,Education & Training Services,331666752,-0.0184,0,0,0,0,0,0,6.51,7.0
1254,KRBL,Consumer Defensive,Packaged Foods,82606358528,-0.0184,0,0,0,0,0,0,6.51,7.0
1255,PARAGMILK,Consumer Defensive,Packaged Foods,26895261696,-0.0184,0,0,0,0,0,0,6.51,7.0
1256,UGARSUGAR,Consumer Defensive,Confectioners,4659749888,-0.0184,0,0,0,0,0,0,6.51,7.0
1257,SAKUMA,Consumer Defensive,Farm Products,3025697024,-0.0184,0,0,0,0,0,0,6.51,7.0
1258,MARICO,Consumer Defensive,Household & Personal Products,1083291074560,-0.0184,0,0,0,0,0,0,6.51,7.0
1259,TATACONSUM,Consumer Defensive,Packaged Foods,1192426209280,-0.0184,0,0,0,0,0,0,6.51,7.0
1260,HARRMALAYA,Consumer Defensive,Farm Products,3815101184,-0.0184,0,0,0,0,0,0,6.51,7.0
1261,RKDL,Consumer Defensive,Beverages - Wineries & Distilleries,516000000,-0.0184,0,0,0,0,0,0,6.51,7.0
1262,PALASHSECU,Consumer Defensive,Packaged Foods,1005811968,-0.0184,0,0,0,0,0,0,6.51,7.0
1263,BAJAJHIND,Consumer Defensive,Confectioners,43336105984,-0.0184,0,0,0,0,0,0,6.51,7.0
1264,TASTYBITE,Consumer Defensive,Packaged Foods,19660691456,-0.0184,0,0,0,0,0,0,6.51,7.0
1265,DHAMPURSUG,Consumer Defensive,Confectioners,9272997888,-0.0184,0,0,0,0,0,0,6.51,7.0
1266,VINCOFE,Consumer Defensive,Beverages - Non-Alcoholic,22437472256,-0.0184,0,0,0,0,0,0,6.51,7.0
1267,MANORAMA,Consumer Defensive,Packaged Foods,87174447104,-0.0184,0,0,0,0,0,0,6.51,7.0
1268,SANWARIA,Consumer Defensive,Farm Products,346816352,-0.0184,0,0,0,0,0,0,6.51,7.0
1269,SUNDROP,Consumer Defensive,Packaged Foods,25373749248,-0.0184,0,0,0,0,0,0,6.51,7.0
1270,GANESHCP,Consumer Defensive,Packaged Foods,7937101824,-0.0184,0,0,0,0,0,0,6.51,7.0
1271,SDBL,Consumer Defensive,Beverages - Brewers,17796352000,-0.0184,0,0,0,0,0,0,6.51,7.0
1272,GOKUL,Consumer Defensive,Packaged Foods,4326081536,-0.0184,0,0,0,0,0,0,6.51,7.0
1273,GAEL,Consumer Defensive,Packaged Foods,73616637952,-0.0184,0,0,0,0,0,0,6.51,7.0
1274,BCLIND,Consumer Defensive,Beverages - Wineries & Distilleries,9666598912,-0.0184,0,0,0,0,0,0,6.51,7.0
1275,ROML,Consumer Defensive,Packaged Foods,689329600,-0.0184,0,0,0,0,0,0,6.51,7.0
1276,GOPAL,Consumer Defensive,Packaged Foods,37393813504,-0.0184,0,0,0,0,0,0,6.51,7.0
1277,UTTAMSUGAR,Consumer Defensive,Confectioners,9076872192,-0.0184,0,0,0,0,0,0,6.51,7.0
1278,DAVANGERE,Consumer Defensive,Confectioners,5920161792,-0.0184,0,0,0,0,0,0,6.51,7.0
1279,MEGASTAR,Consumer Defensive,Packaged Foods,3157153792,-0.0184,0,0,0,0,0,0,6.51,7.0
1280,GILLETTE,Consumer Defensive,Household & Personal Products,272086548480,-0.0184,0,0,0,0,0,0,6.51,7.0
1281,ASALCBR,Consumer Defensive,Beverages - Wineries & Distilleries,17370515456,-0.0184,0,0,0,0,0,0,6.51,7.0
1282,AWL,Consumer Defensive,Packaged Foods,250617577472,-0.0184,0,0,0,0,0,0,6.51,7.0
1283,KOHINOOR,Consumer Defensive,Packaged Foods,936426816,-0.0184,0,0,0,0,0,0,6.51,7.0
1284,UMESLTD,Consumer Defensive,Education & Training Services,148891184,-0.0184,0,0,0,0,0,0,6.51,7.0
1285,DODLA,Consumer Defensive,Food Distribution,67615408128,-0.0184,0,0,0,0,0,0,6.51,7.0
1286,GILLANDERS,Consumer Defensive,Farm Products,1933616512,-0.0184,0,0,0,0,0,0,6.51,7.0
1287,PICCADIL,Consumer Defensive,Beverages - Wineries & Distilleries,57170259968,-0.0184,0,0,0,0,0,0,6.51,7.0
1288,MUKKA,Consumer Defensive,Packaged Foods,6912000512,-0.0184,0,0,0,0,0,0,6.51,7.0
1289,VENKEYS,Consumer Defensive,Farm Products,21159178240,-0.0184,0,0,0,0,0,0,6.51,7.0
1290,CRIZAC,Consumer Defensive,Education & Training Services,39843512320,-0.0184,0,0,0,0,0,0,6.51,7.0
1291,KMSUGAR,Consumer Defensive,Confectioners,2519884544,-0.0184,0,0,0,0,0,0,6.51,7.0
1292,SAKHTISUG,Consumer Defensive,Confectioners,2170875392,-0.0184,0,0,0,0,0,0,6.51,7.0
1293,DWARKESH,Consumer Defensive,Confectioners,7988346368,-0.0184,0,0,0,0,0,0,6.51,7.0
1294,RANASUG,Consumer Defensive,Confectioners,1934954624,-0.0184,0,0,0,0,0,0,6.51,7.0
1295,AMBICAAGAR,Consumer Defensive,Household & Personal Products,412429376,-0.0184,0,0,0,0,0,0,6.51,7.0
1296,KOTARISUG,Consumer Defensive,Confectioners,2105369984,-0.0184,0,0,0,0,0,0,6.51,7.0
1297,HATSUN,Consumer Defensive,Packaged Foods,205596655616,-0.0184,0,0,0,0,0,0,6.51,7.0
1298,BIKAJI,Consumer Defensive,Packaged Foods,160471302144,-0.0184,0,0,0,0,0,0,6.51,7.0
1299,DALMIASUG,Consumer Defensive,Confectioners,27527456768,-0.0184,0,0,0,0,0,0,6.51,7.0
1300,PKTEA,Consumer Defensive,Farm Products,2572675328,-0.0184,0,0,0,0,0,0,6.51,7.0
1301,NKIND,Consumer Defensive,Household & Personal Products,408012096,-0.0184,0,0,0,0,0,0,6.51,7.0
1302,AVADHSUGAR,Consumer Defensive,Confectioners,9008288768,-0.0184,0,0,0,0,0,0,6.51,7.0
1303,JHS,Consumer Defensive,Household & Personal Products,818117952,-0.0184,0,0,0,0,0,0,6.51,7.0
1304,NIITLTD,Consumer Defensive,Education & Training Services,9337768960,-0.0184,0,0,0,0,0,0,6.51,7.0
1305,VIKASLIFE,Consumer Defensive,Farm Products,2805079552,-0.0184,0,0,0,0,0,0,6.51,7.0
1306,CLEDUCATE,Consumer Defensive,Education & Training Services,2570757888,-0.0184,0,0,0,0,0,0,6.51,7.0
1307,BANARISUG,Consumer Defensive,Confectioners,45393715200,-0.0184,0,0,0,0,0,0,6.51,7.0
1308,GLOBAL,Consumer Defensive,Education & Training Services,5446460416,-0.0184,0,0,0,0,0,0,6.51,7.0
1309,CCL,Consumer Defensive,Packaged Foods,142682062848,-0.0184,0,0,0,0,0,0,6.51,7.0
1310,GRMOVER,Consumer Defensive,Packaged Foods,33180989440,-0.0184,0,0,0,0,0,0,6.51,7.0
1311,JAYSREETEA,Consumer Defensive,Farm Products,2448811008,-0.0184,0,0,0,0,0,0,6.51,7.0
1312,COLPAL,Consumer Defensive,Household & Personal Products,568749195264,-0.0184,0,0,0,0,0,0,6.51,7.0
1313,MAGADSUGAR,Consumer Defensive,Confectioners,6594883072,-0.0184,0,0,0,0,0,0,6.51,7.0
1314,TRIVENI,Consumer Defensive,Confectioners,83760431104,-0.0184,0,0,0,0,0,0,6.51,7.0
1315,DTIL,Consumer Defensive,Packaged Foods,1439517440,-0.0184,0,0,0,0,0,0,6.51,7.0
1316,LTFOODS,Consumer Defensive,Packaged Foods,140984696832,-0.0184,0,0,0,0,0,0,6.51,7.0
1317,SARVESHWAR,Consumer Defensive,Packaged Foods,4692496896,-0.0184,0,0,0,0,0,0,6.51,7.0
1318,VISHWARAJ,Consumer Defensive,Confectioners,1245974400,-0.0184,0,0,0,0,0,0,6.51,7.0
1319,ANIKINDS,Consumer Defensive,Food Distribution,1248629376,-0.0184,0,0,0,0,0,0,6.51,7.0
1320,DBOL,Consumer Defensive,Farm Products,6942279168,-0.0184,0,0,0,0,0,0,6.51,7.0
1321,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,948531167232,-0.0184,0,0,0,0,0,0,6.51,7.0
1322,DCMSRIND,Consumer Defensive,Confectioners,3353548544,-0.0184,0,0,0,0,0,0,6.51,7.0
1323,APEX,Consumer Defensive,Farm Products,13984374784,-0.0184,0,0,0,0,0,0,6.51,7.0
1324,EIFFL,Consumer Defensive,Packaged Foods,5952000000,-0.0184,0,0,0,0,0,0,6.51,7.0
1325,DMART,Consumer Defensive,Discount Stores,2688806027264,-0.0184,0,0,0,0,0,0,6.51,7.0
1326,GROBTEA,Consumer Defensive,Farm Products,1051908672,-0.0184,0,0,0,0,0,0,6.51,7.0
1327,MKPL,Consumer Defensive,Packaged Foods,1923858688,-0.0184,0,0,0,0,0,0,6.51,7.0
1328,KNAGRI,Consumer Defensive,Farm Products,4774541824,-0.0184,0,0,0,0,0,0,6.51,7.0
1329,COMPUSOFT,Consumer Defensive,Education & Training Services,1058694976,-0.0184,0,0,0,0,0,0,6.51,7.0
1330,DABUR,Consumer Defensive,Household & Personal Products,790267625472,-0.0184,0,0,0,0,0,0,6.51,7.0
1331,UMAEXPORTS,Consumer Defensive,Farm Products,869588864,-0.0184,0,0,0,0,0,0,6.51,7.0
1332,ORKLAINDIA,Consumer Defensive,Packaged Foods,84453859328,-0.0184,0,0,0,0,0,0,6.51,7.0
1333,HINDUNILVR,Consumer Defensive,Household & Personal Products,5173564932096,-0.0184,0,0,0,0,0,0,6.51,7.0
1334,GMBREW,Consumer Defensive,Beverages - Wineries & Distilleries,21567496192,-0.0184,0,0,0,0,0,0,6.51,7.0
1335,GANGESSECU,Consumer Defensive,Packaged Foods,1230353408,-0.0184,0,0,0,0,0,0,6.51,7.0
1336,KCPSUGIND,Consumer Defensive,Confectioners,2834207488,-0.0184,0,0,0,0,0,0,6.51,7.0
1337,FOODSIN,Consumer Defensive,Packaged Foods,4110414336,-0.0184,0,0,0,0,0,0,6.51,7.0
1338,HERITGFOOD,Consumer Defensive,Packaged Foods,30506684416,-0.0184,0,0,0,0,0,0,6.51,7.0
1339,GODREJAGRO,Consumer Defensive,Packaged Foods,112944160768,-0.0184,0,0,0,0,0,0,6.51,7.0
1340,AJOONI,Consumer Defensive,Packaged Foods,735480192,-0.0184,0,0,0,0,0,0,6.51,7.0
1341,UNITEDTEA,Consumer Defensive,Farm Products,2550746880,-0.0184,0,0,0,0,0,0,6.51,7.0
1342,CPEDU,Consumer Defensive,Education & Training Services,3508508672,-0.0184,0,0,0,0,0,0,6.51,7.0
1343,ALLTIME,Consumer Defensive,Household & Personal Products,14919396352,-0.0184,0,0,0,0,0,0,6.51,7.0
1344,BBTC,Consumer Defensive,Packaged Foods,107378958336,-0.0184,0,0,0,0,0,0,6.51,7.0
1345,RENUKA,Consumer Defensive,Confectioners,49742807040,-0.0184,0,0,0,0,0,0,6.51,7.0
1346,GLOBUSSPR,Consumer Defensive,Beverages - Wineries & Distilleries,25550743552,-0.0184,0,0,0,0,0,0,6.51,7.0
1347,PATANJALI,Consumer Defensive,Packaged Foods,493897383936,-0.0184,0,0,0,0,0,0,6.51,7.0
1348,ITC,Consumer Defensive,Tobacco,3661737230336,-0.0184,0,0,0,0,0,0,6.51,7.0
1349,PRUDMOULI,Consumer Defensive,Confectioners,501518592,-0.0184,0,0,0,0,0,0,6.51,7.0
1350,HMAAGRO,Consumer Defensive,Packaged Foods,11893281792,-0.0184,0,0,0,0,0,0,6.51,7.0
1351,PGHH,Consumer Defensive,Household & Personal Products,327820967936,-0.0184,0,0,0,0,0,0,6.51,7.0
1352,GODREJCP,Consumer Defensive,Household & Personal Products,1073179000832,-0.0184,0,0,0,0,0,0,6.51,7.0
1353,HALDER,Consumer Defensive,Farm Products,2823456768,-0.0184,0,0,0,0,0,0,6.51,7.0
1354,SHANTI,Consumer Defensive,Farm Products,73299600,-0.0184,0,0,0,0,0,0,6.51,7.0
1355,JYOTHYLAB,Consumer Defensive,Household & Personal Products,76821274624,-0.0184,0,0,0,0,0,0,6.51,7.0
1356,BRITANNIA,Consumer Defensive,Packaged Foods,1285995757568,-0.0184,0,0,0,0,0,0,6.51,7.0
1357,AGRITECH,Consumer Defensive,Farm Products,652508992,-0.0184,0,0,0,0,0,0,6.51,7.0
1358,GTECJAINX,Consumer Defensive,Education & Training Services,188498320,-0.0184,0,0,0,0,0,0,6.51,7.0
1359,RETAIL,Consumer Defensive,Grocery Stores,172132512,-0.0184,0,0,0,0,0,0,6.51,7.0
1360,LCCINFOTEC,Consumer Defensive,Education & Training Services,740124736,-0.0184,0,0,0,0,0,0,6.51,7.0
1361,UBL,Consumer Defensive,Beverages - Brewers,354831728640,-0.0184,0,0,0,0,0,0,6.51,7.0
1362,NORBTEAEXP,Consumer Defensive,Farm Products,1290160256,-0.0184,0,0,0,0,0,0,6.51,7.0
1363,AVANTIFEED,Consumer Defensive,Packaged Foods,176846831616,-0.0184,0,0,0,0,0,0,6.51,7.0
1364,BECTORFOOD,Consumer Defensive,Packaged Foods,55381102592,-0.0184,0,0,0,0,0,0,6.51,7.0
1365,RAMANEWS,Consumer Defensive,Beverages - Non-Alcoholic,4514931712,-0.0184,0,0,0,0,0,0,6.51,7.0
1366,EMAMILTD,Consumer Defensive,Household & Personal Products,174818246656,-0.0184,0,0,0,0,0,0,6.51,7.0
1367,KAYA,Consumer Defensive,Household & Personal Products,3660213760,-0.0184,0,0,0,0,0,0,6.51,7.0
1368,TREEHOUSE,Consumer Defensive,Education & Training Services,286866720,-0.0184,0,0,0,0,0,0,6.51,7.0
1369,NIITMTS,Consumer Defensive,Education & Training Services,29216215040,-0.0184,0,0,0,0,0,0,6.51,7.0
1370,COFFEEDAY,Consumer Cyclical,Restaurants,6126299648,-0.0732,0,0,0,0,0,0,4.98,8.0
1371,IFBIND,Consumer Cyclical,"Furnishings, Fixtures & Appliances",48217366528,-0.0732,0,0,0,0,0,0,4.98,8.0
1372,OLAELEC,Consumer Cyclical,Auto Manufacturers,165191073792,-0.0732,0,0,0,0,0,0,4.98,8.0
1373,HITECHCORP,Consumer Cyclical,Packaging & Containers,3781573888,-0.0732,0,0,0,0,0,0,4.98,8.0
1374,OMAXAUTO,Consumer Cyclical,Auto Parts,5384314368,-0.0732,0,0,0,0,0,0,4.98,8.0
1375,WHEELS,Consumer Cyclical,Auto Parts,40546582528,-0.0732,0,0,0,0,0,0,4.98,8.0
1376,UFBL,Consumer Cyclical,Restaurants,18908041216,-0.0732,0,0,0,0,0,0,4.98,8.0
1377,PRECOT,Consumer Cyclical,Textile Manufacturing,10151999488,-0.0732,0,0,0,0,0,0,4.98,8.0
1378,JINDWORLD,Consumer Cyclical,Textile Manufacturing,30679621632,-0.0732,0,0,0,0,0,0,4.98,8.0
1379,SKYGOLD,Consumer Cyclical,Luxury Goods,75888205824,-0.0732,0,0,0,0,0,0,4.98,8.0
1380,MAYURUNIQ,Consumer Cyclical,Textile Manufacturing,33853919232,-0.0732,0,0,0,0,0,0,4.98,8.0
1381,SANDHAR,Consumer Cyclical,Auto Parts,42626912256,-0.0732,0,0,0,0,0,0,4.98,8.0
1382,BBTCL,Consumer Cyclical,Packaging & Containers,4409916416,-0.0732,0,0,0,0,0,0,4.98,8.0
1383,WINSOME,Consumer Cyclical,Textile Manufacturing,173040560,-0.0732,0,0,0,0,0,0,4.98,8.0
1384,MIRCELECTR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",15736113152,-0.0732,0,0,0,0,0,0,4.98,8.0
1385,NRBBEARING,Consumer Cyclical,Auto Parts,37101969408,-0.0732,0,0,0,0,0,0,4.98,8.0
1386,SETCO,Consumer Cyclical,Auto Parts,3689313280,-0.0732,0,0,0,0,0,0,4.98,8.0
1387,SPORTKING,Consumer Cyclical,Textile Manufacturing,22781431808,-0.0732,0,0,0,0,0,0,4.98,8.0
1388,BOROSCI,Consumer Cyclical,Packaging & Containers,13297584128,-0.0732,0,0,0,0,0,0,4.98,8.0
1389,SUNDRMBRAK,Consumer Cyclical,Auto Parts,2990277120,-0.0732,0,0,0,0,0,0,4.98,8.0
1390,TBZ,Consumer Cyclical,Luxury Goods,9218834432,-0.0732,0,0,0,0,0,0,4.98,8.0
1391,BLUECOAST,Consumer Cyclical,Lodging,639585600,-0.0732,0,0,0,0,0,0,4.98,8.0
1392,SVPGLOB,Consumer Cyclical,Textile Manufacturing,509795040,-0.0732,0,0,0,0,0,0,4.98,8.0
1393,ATHERENERG,Consumer Cyclical,Auto Manufacturers,366495137792,-0.0732,0,0,0,0,0,0,4.98,8.0
1394,TALBROAUTO,Consumer Cyclical,Auto Parts,21493743616,-0.0732,0,0,0,0,0,0,4.98,8.0
1395,STYLAMIND,Consumer Cyclical,"Furnishings, Fixtures & Appliances",47959306240,-0.0732,0,0,0,0,0,0,4.98,8.0
1396,ARVIND,Consumer Cyclical,Textile Manufacturing,127125602304,-0.0732,0,0,0,0,0,0,4.98,8.0
1397,MOLDTKPAC,Consumer Cyclical,Packaging & Containers,22848200704,-0.0732,0,0,0,0,0,0,4.98,8.0
1398,EXIDEIND,Consumer Cyclical,Auto Parts,335410003968,-0.0732,0,0,0,0,0,0,4.98,8.0
1399,SHEKHAWATI,Consumer Cyclical,Textile Manufacturing,563239808,-0.0732,0,0,0,0,0,0,4.98,8.0
1400,UNITEDPOLY,Consumer Cyclical,Textile Manufacturing,7929760256,-0.0732,0,0,0,0,0,0,4.98,8.0
1401,RUBYMILLS,Consumer Cyclical,Textile Manufacturing,8293120000,-0.0732,0,0,0,0,0,0,4.98,8.0
1402,AMBIKCO,Consumer Cyclical,Textile Manufacturing,9560750080,-0.0732,0,0,0,0,0,0,4.98,8.0
1403,VIPCLOTHNG,Consumer Cyclical,Apparel Manufacturing,2395642624,-0.0732,0,0,0,0,0,0,4.98,8.0
1404,INDNIPPON,Consumer Cyclical,Auto Parts,18549567488,-0.0732,0,0,0,0,0,0,4.98,8.0
1405,SILGO,Consumer Cyclical,Luxury Goods,2200623360,-0.0732,0,0,0,0,0,0,4.98,8.0
1406,GHCLTEXTIL,Consumer Cyclical,Textile Manufacturing,9568137216,-0.0732,0,0,0,0,0,0,4.98,8.0
1407,PASUPTAC,Consumer Cyclical,Textile Manufacturing,5544080384,-0.0732,0,0,0,0,0,0,4.98,8.0
1408,NITINSPIN,Consumer Cyclical,Textile Manufacturing,27834521600,-0.0732,0,0,0,0,0,0,4.98,8.0
1409,MARALOVER,Consumer Cyclical,Textile Manufacturing,2448972032,-0.0732,0,0,0,0,0,0,4.98,8.0
1410,RANEHOLDIN,Consumer Cyclical,Auto Parts,20148842496,-0.0732,0,0,0,0,0,0,4.98,8.0
1411,SANSERA,Consumer Cyclical,Auto Parts,182508240896,-0.0732,0,0,0,0,0,0,4.98,8.0
1412,CARYSIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",31107676160,-0.0732,0,0,0,0,0,0,4.98,8.0
